client,dayofweek,temperature,menu,service_type,food_class,spicy,food_temperature_level,quantity,basic_quantity
wms,3,22,숯불닭갈비,케이터링-베이직,한식,0.8,1,26,30
wms,4,21,콩불,케이터링-베이직,한식,0.8,1,28,30
wms,1,21,육회비빔밥,케이터링-베이직,한식,0.5,1,28,30
wms,2,25,매콤찜닭,케이터링-베이직,한식,0.8,2,29,30
wms,3,25,돼지불백,케이터링-베이직,한식,0.6,1,27,30
wms,4,22,미소닭날개조림,케이터링-베이직,한식,0.2,1,29,30
wms,0,15,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,28,30
wms,1,15,껌승,케이터링-베이직,아시안,0.3,0,28,30
wms,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,29,30
wms,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,27,30
wms,0,17,크림불고기,케이터링-베이직,양식,0,1,27,30
wms,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,28,30
wms,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,29,30
wms,3,16,유린기,케이터링-베이직,중식,0.4,1,27,30
wms,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,28,30
wms,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,26,30
wms,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,26,30
wms,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,26,30
wms,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,26,30
wms,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,26,30
wms,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,26,30
wms,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,25,30
wms,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,25,30
wms,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,25,30
wms,3,11,맥적,케이터링-베이직,한식,0.2,1,25,30
wms,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,25,30
wms,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,26,30
wms,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,26,30
wms,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,25,30
wms,3,7,닭강정,케이터링-베이직,한식,0,1,26,30
wms,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,26,30
wms,0,11,된장차슈,케이터링-베이직,일식,0.3,1,27,30
wms,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,26,30
wms,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,27,30
wms,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,27,30
wms,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,26,30
wms,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,26,30
wms,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,25,30
wms,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,26,30
wms,3,10,돼지불백,케이터링-베이직,한식,0.6,1,26,30
wms,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,25,30
wms,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,24,30
거스트앤게일,0,17,크림불고기,케이터링-베이직,양식,0,1,50,50
거스트앤게일,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,50,50
거스트앤게일,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,50,50
거스트앤게일,3,16,유린기,케이터링-베이직,중식,0.4,1,50,50
거스트앤게일,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,50,50
구름,0,26,닭볶음탕,케이터링-베이직,한식,0.3,2,34,55
구름,1,23,황태콩나물해장국,케이터링-베이직,한식,0.1,2,43,55
구름,2,28,크림불고기,케이터링-베이직,양식,0,1,43,55
구름,3,29,유린기,케이터링-베이직,중식,0.4,1,48,55
구름,4,29,주꾸미삼겹,케이터링-베이직,한식,0.8,2,46,55
구름,0,30,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,44,55
구름,1,30,새싹보리비빔밥,케이터링-베이직,한식,0.6,1,47,55
구름,3,27,훈제오리주물럭,케이터링-베이직,한식,0.5,1,33,55
구름,4,29,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,35,55
구름,0,24,버섯소불고기,케이터링-베이직,한식,0.3,1,41,55
구름,1,25,제주도한상,케이터링-베이직,한식,0.6,1,52,55
구름,2,22,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,40,55
구름,3,26,맥적,케이터링-베이직,한식,0.2,1,41,55
구름,4,28,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,44,55
구름,1,27,닭개장,케이터링-베이직,한식,0.8,2,54,55
구름,2,21,수제떡갈비,케이터링-베이직,한식,0.1,1,50,55
구름,3,22,숯불닭갈비,케이터링-베이직,한식,0.8,1,39,55
구름,4,21,콩불,케이터링-베이직,한식,0.8,1,42,55
구름,1,21,육회비빔밥,케이터링-베이직,한식,0.5,1,50,55
구름,2,25,매콤찜닭,케이터링-베이직,한식,0.8,2,47,55
구름,3,25,돼지불백,케이터링-베이직,한식,0.6,1,49,55
구름,4,22,미소닭날개조림,케이터링-베이직,한식,0.2,1,50,55
구름,0,15,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,50,55
구름,1,15,껌승,케이터링-베이직,아시안,0.3,0,50,55
구름,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,49,55
구름,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,40,55
구름,4,17,돼지고기두부김치,케이터링-베이직,한식,0.5,1,38,55
구름,0,18,논우렁강된장정식,케이터링-베이직,한식,0.4,1,51,55
구름,1,19,팔도밥상 경기도,케이터링-베이직,한식,0.5,1,52,55
구름,3,19,매콤소불고기,케이터링-베이직,한식,0.8,1,42,55
구름,4,21,수제등심돈가스,케이터링-베이직,일식,0,1,46,55
구름,0,17,크림불고기,케이터링-베이직,양식,0,1,45,55
구름,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,50,55
구름,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,50,55
구름,3,16,유린기,케이터링-베이직,중식,0.4,1,57,55
구름,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,49,55
구름,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,50,55
구름,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,50,55
구름,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,50,55
구름,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,48,55
구름,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,51,55
구름,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,46,55
구름,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,52,55
구름,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,49,55
구름,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,43,55
구름,4,18,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,42,55
구름,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,40,55
구름,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,46,55
구름,3,11,맥적,케이터링-베이직,한식,0.2,1,49,55
구름,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,45,55
구름,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,42,55
구름,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,45,55
구름,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,44,55
구름,3,7,닭강정,케이터링-베이직,한식,0,1,43,55
구름,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,41,55
구름,0,11,된장차슈,케이터링-베이직,일식,0.3,1,43,55
구름,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,45,55
구름,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,46,55
구름,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,43,55
구름,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,40,55
구름,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,46,55
구름,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,46,55
구름,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,46,55
구름,3,10,돼지불백,케이터링-베이직,한식,0.6,1,49,55
구름,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,40,55
구름,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,45,55
구름,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,36,55
구름,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,37,55
구름,0,-4,매콤찜닭,케이터링-베이직,한식,0.8,2,28,55
구름,1,0,연어장덮밥,케이터링-베이직,양식,0,0,32,55
구름,2,7,갈비치킨,케이터링-베이직,한식,0.8,1,33,55
구름,3,-1,논우렁강된장정식,케이터링-베이직,한식,0.4,1,30,55
구름,4,-3,수제등심돈가스,케이터링-베이직,일식,0,1,31,55
더퍼스트터치,0,36,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,32,40
더퍼스트터치,1,35,전라도한상,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,2,35,버섯소불고기,케이터링-베이직,한식,0.3,1,32,40
더퍼스트터치,3,34,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,32,40
더퍼스트터치,4,35,미나리삼겹구이,케이터링-베이직,한식,0,1,32,40
더퍼스트터치,0,29,숯불닭갈비,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,1,33,소고기우거지해장국,케이터링-베이직,한식,0.6,2,32,40
더퍼스트터치,2,33,데리야끼치킨윙조림,케이터링-베이직,한식,0.3,1,32,40
더퍼스트터치,3,34,훈제오리주물럭,케이터링-베이직,한식,0.5,1,32,40
더퍼스트터치,4,32,수제떡갈비,케이터링-베이직,한식,0.1,1,32,40
더퍼스트터치,0,34,매콤소불고기,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,1,32,능이버섯삼계탕,케이터링-베이직,한식,0.1,2,33,40
더퍼스트터치,2,32,오겹두루치기,케이터링-베이직,한식,0.5,1,32,40
더퍼스트터치,3,31,매콤찜닭,케이터링-베이직,한식,0.8,2,32,40
더퍼스트터치,4,31,된장차슈,케이터링-베이직,일식,0.3,1,32,40
더퍼스트터치,1,31,오야꼬동,케이터링-베이직,일식,0.1,1,32,40
더퍼스트터치,2,30,꿀마늘보쌈,케이터링-베이직,한식,0,0,32,40
더퍼스트터치,3,31,치즈불닭,케이터링-베이직,한식,0.7,1,32,40
더퍼스트터치,4,31,돼지불백,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,0,25,돼지고기두부김치,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,1,28,강원도한상,케이터링-베이직,한식,0.3,1,32,40
더퍼스트터치,2,28,수제등심돈가스,케이터링-베이직,일식,0,1,32,40
더퍼스트터치,3,29,강릉초당순두부백반,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,4,24,미소닭날개조림,케이터링-베이직,한식,0.2,1,32,40
더퍼스트터치,0,28,제육볶음,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,1,23,안동찜닭,케이터링-베이직,한식,0.8,2,32,40
더퍼스트터치,2,25,매콤숯불닭갈비,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,3,27,갈비치킨,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,4,29,오삼불고기,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,0,26,닭볶음탕,케이터링-베이직,한식,0.3,2,32,40
더퍼스트터치,1,23,황태콩나물해장국,케이터링-베이직,한식,0.1,2,32,40
더퍼스트터치,2,28,크림불고기,케이터링-베이직,양식,0,1,32,40
더퍼스트터치,3,29,유린기,케이터링-베이직,중식,0.4,1,32,40
더퍼스트터치,4,29,주꾸미삼겹,케이터링-베이직,한식,0.8,2,32,40
더퍼스트터치,0,30,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,33,40
더퍼스트터치,1,30,새싹보리비빔밥,케이터링-베이직,한식,0.6,1,33,40
더퍼스트터치,2,29,목살구이와김치찜,케이터링-베이직,한식,0.5,2,34,40
더퍼스트터치,3,27,훈제오리주물럭,케이터링-베이직,한식,0.5,1,34,40
더퍼스트터치,4,29,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,34,40
더퍼스트터치,3,28,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,4,27,언양식바싹불고기,케이터링-베이직,한식,0.1,1,34,40
더퍼스트터치,0,24,버섯소불고기,케이터링-베이직,한식,0.3,1,34,40
더퍼스트터치,1,25,제주도한상,케이터링-베이직,한식,0.6,1,34,40
더퍼스트터치,2,22,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,3,26,맥적,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,4,28,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,34,40
더퍼스트터치,1,27,닭개장,케이터링-베이직,한식,0.8,2,34,40
더퍼스트터치,2,21,수제떡갈비,케이터링-베이직,한식,0.1,1,34,40
더퍼스트터치,3,22,숯불닭갈비,케이터링-베이직,한식,0.8,1,34,40
더퍼스트터치,4,21,콩불,케이터링-베이직,한식,0.8,1,34,40
더퍼스트터치,1,21,육회비빔밥,케이터링-베이직,한식,0.5,1,34,40
더퍼스트터치,2,25,매콤찜닭,케이터링-베이직,한식,0.8,2,34,40
더퍼스트터치,3,25,돼지불백,케이터링-베이직,한식,0.6,1,34,40
더퍼스트터치,4,22,미소닭날개조림,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,0,15,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,34,40
더퍼스트터치,1,15,껌승,케이터링-베이직,아시안,0.3,0,34,40
더퍼스트터치,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,34,40
더퍼스트터치,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,34,40
더퍼스트터치,4,17,돼지고기두부김치,케이터링-베이직,한식,0.5,1,34,40
더퍼스트터치,0,18,논우렁강된장정식,케이터링-베이직,한식,0.4,1,34,40
더퍼스트터치,1,19,팔도밥상 경기도,케이터링-베이직,한식,0.5,1,34,40
더퍼스트터치,2,18,갈비치킨,케이터링-베이직,한식,0.8,1,34,40
더퍼스트터치,3,19,매콤소불고기,케이터링-베이직,한식,0.8,1,34,40
더퍼스트터치,4,21,수제등심돈가스,케이터링-베이직,일식,0,1,34,40
더퍼스트터치,0,17,크림불고기,케이터링-베이직,양식,0,1,34,40
더퍼스트터치,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,34,40
더퍼스트터치,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,34,40
더퍼스트터치,3,16,유린기,케이터링-베이직,중식,0.4,1,34,40
더퍼스트터치,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,34,40
더퍼스트터치,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,34,40
더퍼스트터치,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,34,40
더퍼스트터치,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,34,40
더퍼스트터치,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,34,40
더퍼스트터치,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,34,40
더퍼스트터치,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,34,40
더퍼스트터치,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,34,40
더퍼스트터치,4,18,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,34,40
더퍼스트터치,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,34,40
더퍼스트터치,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,34,40
더퍼스트터치,3,11,맥적,케이터링-베이직,한식,0.2,1,34,40
더퍼스트터치,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,34,40
더퍼스트터치,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,34,40
더퍼스트터치,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,34,40
더퍼스트터치,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,34,40
더퍼스트터치,3,7,닭강정,케이터링-베이직,한식,0,1,34,40
더퍼스트터치,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,34,40
더퍼스트터치,0,11,된장차슈,케이터링-베이직,일식,0.3,1,32,40
더퍼스트터치,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,32,40
더퍼스트터치,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,32,40
더퍼스트터치,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,32,40
더퍼스트터치,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,32,40
더퍼스트터치,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,3,10,돼지불백,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,32,40
더퍼스트터치,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,32,40
더퍼스트터치,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,32,40
더퍼스트터치,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,32,40
더퍼스트터치,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,32,40
더퍼스트터치,4,2,허브버터로스트치킨,케이터링-베이직,양식,0.2,1,32,40
더퍼스트터치,0,-4,매콤찜닭,케이터링-베이직,한식,0.8,2,32,40
더퍼스트터치,2,7,갈비치킨,케이터링-베이직,한식,0.8,1,32,40
더퍼스트터치,3,-1,논우렁강된장정식,케이터링-베이직,한식,0.4,1,32,40
더퍼스트터치,4,-3,수제등심돈가스,케이터링-베이직,일식,0,1,32,40
디엔코리아,0,30,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,28,35
디엔코리아,1,30,새싹보리비빔밥,케이터링-베이직,한식,0.6,1,28,35
디엔코리아,2,29,목살구이와김치찜,케이터링-베이직,한식,0.5,2,28,35
디엔코리아,3,27,훈제오리주물럭,케이터링-베이직,한식,0.5,1,28,35
디엔코리아,4,29,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,28,35
디엔코리아,3,28,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,28,35
디엔코리아,4,27,언양식바싹불고기,케이터링-베이직,한식,0.1,1,28,35
디엔코리아,0,24,버섯소불고기,케이터링-베이직,한식,0.3,1,28,35
디엔코리아,1,25,제주도한상,케이터링-베이직,한식,0.6,1,28,35
디엔코리아,2,22,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,28,35
디엔코리아,3,26,맥적,케이터링-베이직,한식,0.2,1,28,35
디엔코리아,4,28,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,28,35
디엔코리아,1,27,닭개장,케이터링-베이직,한식,0.8,2,24,35
디엔코리아,2,21,수제떡갈비,케이터링-베이직,한식,0.1,1,24,35
디엔코리아,3,22,숯불닭갈비,케이터링-베이직,한식,0.8,1,24,35
디엔코리아,4,21,콩불,케이터링-베이직,한식,0.8,1,24,35
디엔코리아,1,21,육회비빔밥,케이터링-베이직,한식,0.5,1,24,35
디엔코리아,2,25,매콤찜닭,케이터링-베이직,한식,0.8,2,24,35
디엔코리아,3,25,돼지불백,케이터링-베이직,한식,0.6,1,24,35
디엔코리아,4,22,미소닭날개조림,케이터링-베이직,한식,0.2,1,24,35
디엔코리아,0,15,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,24,35
디엔코리아,1,15,껌승,케이터링-베이직,아시안,0.3,0,24,35
디엔코리아,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,24,35
디엔코리아,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,24,35
디엔코리아,4,17,돼지고기두부김치,케이터링-베이직,한식,0.5,1,24,35
디엔코리아,0,18,논우렁강된장정식,케이터링-베이직,한식,0.4,1,24,35
디엔코리아,1,19,팔도밥상 경기도,케이터링-베이직,한식,0.5,1,24,35
디엔코리아,2,18,갈비치킨,케이터링-베이직,한식,0.8,1,24,35
디엔코리아,3,19,매콤소불고기,케이터링-베이직,한식,0.8,1,24,35
디엔코리아,4,21,수제등심돈가스,케이터링-베이직,일식,0,1,24,35
디엔코리아,0,17,크림불고기,케이터링-베이직,양식,0,1,24,35
디엔코리아,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,28,35
디엔코리아,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,28,35
디엔코리아,3,16,유린기,케이터링-베이직,중식,0.4,1,28,35
디엔코리아,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,28,35
디엔코리아,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,28,35
디엔코리아,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,28,35
디엔코리아,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,28,35
디엔코리아,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,28,35
디엔코리아,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,28,35
디엔코리아,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,30,35
디엔코리아,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,30,35
디엔코리아,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,30,35
디엔코리아,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,30,35
디엔코리아,4,18,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,30,35
디엔코리아,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,30,35
디엔코리아,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,30,35
디엔코리아,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,30,35
디엔코리아,3,11,맥적,케이터링-베이직,한식,0.2,1,30,35
디엔코리아,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,30,35
디엔코리아,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,30,35
디엔코리아,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,30,35
디엔코리아,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,30,35
디엔코리아,3,7,닭강정,케이터링-베이직,한식,0,1,30,35
디엔코리아,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,30,35
디엔코리아,0,11,된장차슈,케이터링-베이직,일식,0.3,1,30,35
디엔코리아,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,30,35
디엔코리아,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,30,35
디엔코리아,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,30,35
디엔코리아,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,30,35
디엔코리아,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,30,35
디엔코리아,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,30,35
디엔코리아,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,30,35
디엔코리아,3,10,돼지불백,케이터링-베이직,한식,0.6,1,30,35
디엔코리아,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,30,35
디엔코리아,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,30,35
디엔코리아,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,30,35
디엔코리아,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,30,35
디엔코리아,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,30,35
디엔코리아,0,-4,매콤찜닭,케이터링-베이직,한식,0.8,2,30,35
디엔코리아,1,0,연어장덮밥,케이터링-베이직,양식,0,0,30,35
디엔코리아,2,7,갈비치킨,케이터링-베이직,한식,0.8,1,30,35
디엔코리아,3,-1,논우렁강된장정식,케이터링-베이직,한식,0.4,1,30,35
로지올,0,36,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,40,50
로지올,1,35,전라도한상,케이터링-베이직,한식,0.6,1,40,50
로지올,2,35,버섯소불고기,케이터링-베이직,한식,0.3,1,40,50
로지올,3,34,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,40,50
로지올,4,35,미나리삼겹구이,케이터링-베이직,한식,0,1,40,50
로지올,0,29,숯불닭갈비,케이터링-베이직,한식,0.8,1,45,50
로지올,1,33,소고기우거지해장국,케이터링-베이직,한식,0.6,2,45,50
로지올,2,33,동파육,케이터링-베이직,중식,0.3,1,45,50
로지올,3,34,훈제오리주물럭,케이터링-베이직,한식,0.5,1,45,50
로지올,4,32,수제떡갈비,케이터링-베이직,한식,0.1,1,45,50
로지올,0,34,매콤소불고기,케이터링-베이직,한식,0.8,1,45,50
로지올,1,32,연어회덮밥,케이터링-베이직,양식,0.2,0,45,50
로지올,2,32,오겹두루치기,케이터링-베이직,한식,0.5,1,45,50
로지올,3,31,매콤찜닭,케이터링-베이직,한식,0.8,2,45,50
로지올,4,31,된장차슈,케이터링-베이직,일식,0.3,1,45,50
머스트잇,1,15,껌승,케이터링-베이직,아시안,0.3,0,57,80
머스트잇,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,57,80
머스트잇,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,49,80
머스트잇,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,65,80
머스트잇,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,65,80
머스트잇,3,16,유린기,케이터링-베이직,중식,0.4,1,63,80
머스트잇,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,68,80
머스트잇,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,68,80
머스트잇,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,67,80
머스트잇,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,69,80
머스트잇,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,69,80
머스트잇,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,68,80
머스트잇,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,70,80
머스트잇,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,72,80
머스트잇,3,11,맥적,케이터링-베이직,한식,0.2,1,67,80
머스트잇,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,75,80
머스트잇,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,77,80
머스트잇,3,7,닭강정,케이터링-베이직,한식,0,1,78,80
머스트잇,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,72,80
머스트잇,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,81,80
머스트잇,3,10,돼지불백,케이터링-베이직,한식,0.6,1,79,80
머스트잇,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,76,80
머스트잇,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,78,80
머스트잇,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,73,80
머스트잇,1,0,연어장덮밥,케이터링-베이직,양식,0,0,80,80
머스트잇,2,7,갈비치킨,케이터링-베이직,한식,0.8,1,80,80
머스트잇,3,-1,논우렁강된장정식,케이터링-베이직,한식,0.4,1,77,80
분당메모리얼파크,0,36,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,33,40
분당메모리얼파크,1,35,전라도한상,케이터링-베이직,한식,0.6,1,33,40
